x,y,RoadType,lon,lat
2686710,1245950,rt439,8.586413285699292,47.35869313703936
2681685,1247276,rt433,8.520147497917025,47.371260328428626
2683330,1248230,rt433,8.542102322641036,47.37963403575576
2680715,1248824,rt432,8.507585316915783,47.385301651704935
2682468,1247270,rt433,8.530512104077532,47.37110884507062
2684135,1251698,rt432,8.553413285534374,47.41072046566346
2683557,1251990,rt433,8.545810391819263,47.413420093756905
2680321,1246748,rt433,8.501995429052242,47.366679452815205
2681595,1249065,rt432,8.519282204448102,47.38736065292664
2682591,1248699,rt433,8.532404129116582,47.38394497204392
2682370,1244545,rt433,8.528713580614415,47.346614005243644
2684746,1246942,rt433,8.56060696978025,47.36787000657416
2681189,1247165,rt433,8.513561073589345,47.37032335394783
2682402,1243291,rt433,8.52890645640147,47.33533218518812
2683090,1248160,rt433,8.538911601904749,47.379034810705704
2682841,1247512,rt433,8.53549481354127,47.373238459233754
2683423,1247911,rt433,8.543274228290406,47.376753387110874
2685672,1250971,rt439,8.573636396798587,47.40398421431802
2683575,1252042,rt433,8.546058595581405,47.41388545835691
2681004,1246999,rt433,8.511081959141038,47.368853210788984
2679837,1247850,rt433,8.495785055332153,47.37664904137537
2683450,1251581,rt433,8.544316400152203,47.40975542026965
2684087,1247522,rt433,8.551992357711175,47.37317057155706
2680367,1247344,rt433,8.502711334361239,47.37203393718244
2684340,1245737,rt433,8.555005573880116,47.35708507150229
2682267,1248747,rt433,8.528122670823858,47.38441719083135
2682653,1246200,rt433,8.532763693732303,47.3614627253324
2686365,1251244,rt432,8.58286893580785,47.40634884421039
2677921,1247149,rt432,8.470295320833065,47.37057396890089
2680608,1250322,rt433,8.50643836049822,47.39878682765362
2682216,1251751,rt433,8.52799958998417,47.41143950366895
2682954,1246561,rt433,8.536814605434481,47.36467152979567
2682579,1244258,rt432,8.531426248349238,47.34400673609798
2681900,1245574,rt432,8.522682485256668,47.3559268299344
2680342,1247581,rt433,8.502422902228837,47.37416842932453
2685498,1250934,rt432,8.571324431145099,47.403674077282965
2680723,1248532,rt433,8.50763857570351,47.38267460014789
2682106,1246173,rt433,8.525518633255455,47.361288271225
2687632,1246719,rt433,8.598766598379132,47.36548704871052
2682476,1242688,rt432,8.529774510318783,47.32989985420132
2679141,1249294,rt433,8.486825469354766,47.38971951467793
2683924,1251268,rt433,8.550537183678903,47.406880291037105
2679108,1249489,rt432,8.486422927936571,47.39147719318483
2683759,1247777,rt433,8.54769771835057,47.37550565166907
2682396,1247994,rt433,8.529692209351115,47.377629063592025
2682854,1247425,rt433,8.535650816862912,47.37245440062349
2683737,1249022,rt432,8.547639417580227,47.38670515526528
2679646,1250097,rt433,8.49365622892921,47.39688034685093
2680584,1249997,rt433,8.506061913046675,47.39586692225362
2682431,1249724,rt433,8.530474331379596,47.393183190439764
2683852,1247165,rt433,8.548814348561367,47.36998988693904
2682761,1246977,rt433,8.53433679390167,47.368437048666706
2678937,1249150,rt432,8.484098458656192,47.38844893815327
2686584,1251292,rt439,8.585779335956262,47.406751759918876
2678778,1249784,rt439,8.482104493944675,47.39416979529266
2681060,1249734,rt432,8.512318688097961,47.393443263227695
2682657,1247514,rt433,8.53305921751383,47.37327955208881
2684441,1246399,rt433,8.556467114418014,47.36302575944542
2684205,1247127,rt432,8.553480245480001,47.36960312746388
2684801,1246255,rt432,8.561204926553403,47.36168449210978
2681543,1247028,rt433,8.518222462137794,47.369047547578546
2678308,1248794,rt433,8.47570639542302,47.38532234147884
2681721,1251953,rt432,8.521478528153603,47.41331776633376
2683623,1252041,rt432,8.546694361462013,47.41387037086434
2682434,1248614,rt433,8.530309537133249,47.38320019945502
2678812,1249936,rt433,8.482581581181039,47.395532725691574
2683316,1248267,rt433,8.54192384384861,47.37996856026745
2681890,1249642,rt433,8.523294356345335,47.392513214492915
2681861,1247314,rt433,8.52248441826376,47.371580238102766
2680912,1248005,rt433,8.510045908241835,47.377911893932946
2685526,1246110,rt433,8.570773320191647,47.36028677399389
2682526,1245384,rt433,8.53093236911177,47.35414000072696
2682506,1244676,rt433,8.530537299573785,47.34777514261023
2683495,1248155,rt433,8.544273013358907,47.37893864565155
2681493,1247307,rt433,8.51761135163082,47.371562895819224
2682880,1249207,rt433,8.536325053073577,47.38847729762412
2682861,1245781,rt432,8.535439263277171,47.35766836657806
2682606,1246169,rt433,8.53213588276376,47.361189821642355
2682917,1248238,rt433,8.536635468715007,47.379758086878745
2682583,1247123,rt433,8.532007405097428,47.369772414500574
2680705,1252629,rt433,8.508139647874538,47.41952254823938
2682435,1247590,rt433,8.530134164653836,47.37399085914589
2683327,1248426,rt433,8.54209909659815,47.38139711172941
2685570,1248443,rt433,8.57180163527403,47.381262497174625
2681893,1249466,rt432,8.523301866995098,47.390930012133474
2682474,1251966,rt433,8.531457360337502,47.41334079503663
2679877,1248940,rt433,8.496509207437407,47.38644702097619
2679237,1248960,rt433,8.488037657860799,47.38670417459223
2683236,1246940,rt433,8.540617837295672,47.36804446990932
2681038,1245384,rt433,8.511239808299415,47.354324607988964
2681804,1247153,rt433,8.521700401175227,47.37013937754733
2683596,1246690,rt432,8.54533670438127,47.365750556614834
2681742,1249277,rt433,8.521267583746326,47.38924902232141
2681445,1246085,rt433,8.516753626642222,47.360578858775426
2683853,1252869,rt432,8.549896999239554,47.421287517653774
2684846,1251134,rt432,8.562725706403384,47.40555705005539
2682997,1247426,rt433,8.537544141593434,47.37244539849029
2683881,1247211,rt433,8.549206872257654,47.370399891082826
2682656,1247508,rt433,8.533044870659657,47.3732257172187
2683362,1253691,rt433,8.543544200654683,47.428742300065906
2683357,1248129,rt433,8.542441004222413,47.37872229176326
2678943,1248589,rt433,8.484078936798614,47.38340290699151
2683514,1251692,rt439,8.54518500990429,47.410745558641025
2684914,1244922,rt433,8.562447893382734,47.34968176242154
2682191,1248086,rt433,8.526994894797408,47.37848205809245
2681070,1248482,rt433,8.512224261236893,47.38218232433993
2682574,1249818,rt433,8.532385562690244,47.39401065283855
2680780,1250529,rt433,8.508753952733224,47.40062737870899
2683714,1249024,rt433,8.54733521991178,47.38672606501691
2681167,1246170,rt433,8.51308946746685,47.361377594930744
2682656,1247515,rt433,8.533046163212079,47.37328867090918
2680365,1250889,rt433,8.503321637067787,47.40391575328673
2684091,1246931,rt433,8.551934300200648,47.36785498469477
2682702,1244734,rt439,8.533141597787388,47.34827220464733
2683529,1247749,rt433,8.544647413135284,47.37528303408484
2681647,1245623,rt433,8.519343044618589,47.35639889504461
2683518,1247873,rt433,8.544524917358302,47.37639960489895
2683984,1247440,rt433,8.550613368199826,47.37244625190289
2680824,1249402,rt432,8.509133112579711,47.390486463444596
2681938,1249622,rt433,8.52392639310024,47.39232737863647
2682412,1246935,rt433,8.529709085890172,47.368103061917544
2683042,1242862,rt433,8.537293881460007,47.33139369413183
2680354,1247011,rt432,8.502479462532172,47.3690407068781
2680592,1248584,rt433,8.50591332392898,47.383158294198886
2682032,1247708,rt433,8.524820412981857,47.37510237217303
2678563,1251526,rt433,8.479563026767448,47.40986195536276
2683212,1249198,rt433,8.540719959684747,47.38835450464807
2679980,1248673,rt433,8.497825439464178,47.38403328506984
2685109,1246106,rt432,8.565253295555582,47.36030477971347
2683218,1246765,rt433,8.540347033533122,47.366472900073596
2681069,1252215,rt432,8.512887729504259,47.41575460636173
2681997,1249749,rt432,8.524731052568656,47.39346219165679
2684794,1252198,rt432,8.562238703007386,47.41513254791177
2681394,1249525,rt433,8.516704155870714,47.39152246562719
2681798,1246340,rt433,8.521472448734476,47.362828470846
2683857,1246369,rt433,8.548731458398166,47.36283052220719
2682347,1247014,rt433,8.528863167148616,47.36882166606941
2682315,1247209,rt433,8.528475409128918,47.37057937715677
2678367,1247532,rt433,8.476266697936104,47.373965585186056
2682226,1244632,rt433,8.526824088466668,47.347414412216644
2682914,1243571,rt433,8.53573176299976,47.33778618010262
2682854,1247274,rt433,8.535622869374238,47.37109639960376
2680688,1246189,rt433,8.50675281982141,47.361607283699776
2683933,1251286,rt432,8.550659788471183,47.40704102272186
2682969,1246546,rt433,8.537010378142735,47.364534740583515
2684727,1246289,rt432,8.560231894909988,47.36199978381918
2679592,1247661,rt433,8.492507676324939,47.374978919937654
2682657,1247509,rt433,8.533058294250928,47.37323458516714
2681840,1249416,rt432,8.522590821311798,47.39048693117423
2682789,1244749,rt432,8.534295617478382,47.34839618676609
2684277,1245499,rt433,8.554126996300452,47.354952701165594
2684551,1248556,rt433,8.558330533621104,47.38241030195543
2681977,1247387,rt433,8.524033458172953,47.37222233628842
2683162,1248806,rt433,8.539984962481263,47.38483543068587
2687043,1251172,rt432,8.591836406536224,47.405612065689766
2683944,1246994,rt433,8.550000190468653,47.36844030814539
2684190,1252119,rt432,8.554221236543423,47.41449959004181
2682762,1246995,rt433,8.534353359025546,47.36859880419609
2682971,1248564,rt432,8.537410902280754,47.38268312281075
2680842,1248691,rt433,8.509243021099213,47.38408995911826
2682782,1246566,rt433,8.534538798563897,47.36473812363343
2680431,1248394,rt433,8.503747296159778,47.38146922139598
2683226,1247922,rt433,8.540668033599676,47.37687722649768
2681136,1249286,rt432,8.513243976604386,47.38940487865854
2681736,1247753,rt433,8.520909757875081,47.37554385814887
2686583,1251294,rt432,8.585766476156312,47.40676987780931
2683325,1246796,rt433,8.541769187288976,47.36673817521551
2680025,1248882,rt433,8.49845869523858,47.38590744278655
2686659,1250556,rt432,8.586630220091271,47.40012289045851
2681019,1249286,rt433,8.511694544236212,47.38941927841297
2681526,1247449,rt433,8.518074084699641,47.37283587843723
2683589,1251462,rt433,8.546135619524376,47.408667592226095
2683549,1247642,rt433,8.544892229195307,47.37431820884033
2683789,1248920,rt432,8.54830891271488,47.38578122452108
2686183,1251484,rt432,8.5805042387136,47.40853105884814
2684229,1246752,rt433,8.553727408688486,47.36622754833604
2682564,1246470,rt433,8.53163546825993,47.363902102389154
2683787,1248445,rt433,8.548193483824676,47.38150964661076
2683787,1247983,rt433,8.548106986992579,47.37735472219139
2683150,1248941,rt432,8.539851149189193,47.38605104621987
2683108,1247065,rt433,8.538946623296853,47.36918479782291
2685717,1251523,rt433,8.574338325895395,47.408942618474185
2683020,1248764,rt433,8.538096832165504,47.384475619695216
2684546,1251500,rt433,8.558820848109558,47.408887161999914
2683222,1247925,rt433,8.54061563210915,47.376904711810184
2682522,1244057,rt432,8.530635029780498,47.342206185515536
2683939,1251379,rt432,8.550756734057977,47.40787663117333
2682046,1247299,rt433,8.524930800730656,47.37142232964538
2682032,1249161,rt433,8.525086766844845,47.38816974496695
2681548,1252111,rt433,8.519215288411887,47.41476015442062
2682651,1252686,rt433,8.533935575699445,47.41979375010004
2679618,1253314,rt432,8.49385836228245,47.42581530772768
2679535,1253383,rt432,8.492770720393723,47.42644587810602
2680362,1249620,rt432,8.503053870225013,47.392503542265636
2684437,1246547,rt433,8.55644207655253,47.364357291038374
2679530,1249319,rt432,8.491981493325774,47.389897502931575
2685161,1246649,rt433,8.566044814704904,47.36518145695548
2682775,1247449,rt433,8.53460939400663,47.37268017009387
2681815,1249991,rt433,8.522364911169436,47.39566121094748
2684364,1250895,rt433,8.556295591720325,47.4034695848835
2686022,1245967,rt433,8.577310719040096,47.35893617590292
2682123,1246367,rt433,8.525779221188426,47.36303087797577
2682891,1253235,rt433,8.537217548443378,47.42470086650211
2679291,1249159,rt433,8.488788014350845,47.38848736716989
2687534,1246025,rt433,8.597333725572755,47.359258717513214
2682617,1247113,rt439,8.532455654500078,47.36967821891782
2683368,1248138,rt433,8.542588323858185,47.378801840214194
2682313,1248172,rt433,8.52862602334569,47.379240258709146
2686067,1250984,rt433,8.578871257984867,47.404049622015194
2686011,1245335,rt432,8.577043769676777,47.353253808781425
2684460,1246647,rt433,8.556765382519483,47.36525368078199
2683000,1248279,rt433,8.537742038611157,47.3801163640476
2684579,1247298,rt433,8.558463556006808,47.37109309484385
2683904,1251018,rt433,8.550225320737049,47.40463452306663
2681110,1247640,rt433,8.51260131509101,47.37460495615765
2683833,1246269,rt433,8.548395066221252,47.36193423649413
2683036,1247045,rt433,8.537989783434302,47.369014006216844
2686174,1245050,rt433,8.57914606665381,47.35066941057652
2682351,1247781,rt433,8.529057217102407,47.3757190991049
2682936,1249382,rt433,8.537099088382517,47.39004408320819
2681254,1249496,rt433,8.51484479396834,47.39127894168022
2679324,1253555,rt432,8.49000502974464,47.42801818380478
2683615,1251864,rt432,8.546555257056657,47.41227958135909
2682838,1246421,rt432,8.53525323669449,47.36342704342863
2683683,1246978,rt433,8.54654215563746,47.36832960863517
2683429,1247407,rt433,8.543259727863331,47.3722199717803
2682836,1251242,rt433,8.536119301643817,47.406784221878624
2683632,1252039,rt433,8.546813228372034,47.413851241306936
2682142,1251249,rt433,8.5269269616777,47.40693410530106
2685977,1250749,rt433,8.57763388492095,47.401947969371776
2683156,1247932,rt433,8.539743103393308,47.376975998079686
2680661,1246883,rt433,8.506520456392806,47.367852042696896
2684807,1246249,rt432,8.5612832063114,47.361629759869885
2681578,1242984,rt432,8.517949431849926,47.33267362956584
2681578,1249041,rt432,8.519052706113587,47.3871469174301
2681996,1249745,rt432,8.524717075321947,47.39342634276982
2680393,1248362,rt433,8.503238387310533,47.381186070030964
2682105,1249986,rt432,8.52620490815971,47.39558015958215
2682019,1249817,rt432,8.525034889349417,47.39407099985364
2679358,1249389,rt433,8.489716082842643,47.39054778354164
2682867,1246013,rt433,8.535561598490162,47.359754085707905
2682798,1245026,rt433,8.534465902933093,47.35088624105065
2681211,1247584,rt433,8.513928327167228,47.374088885224786
2679592,1253332,rt432,8.493517014029079,47.42598033101446
2683661,1251727,rt432,8.547139051542512,47.41104166265722
2682529,1251995,rt439,8.532191405638992,47.41359470879442
2683394,1251550,rt433,8.54356872893145,47.40948372336912
2682870,1250286,rt432,8.536392530940246,47.39818235177285
2682641,1247469,rt433,8.53283908656904,47.37287685655217
2682764,1247703,rt433,8.534510730729844,47.37496587040555
2686428,1251393,rt432,8.583732306313937,47.40768056660974
2686071,1244894,rt433,8.577753074027694,47.349279900716915
2683817,1246169,rt432,8.548164572358273,47.361036932248126
2683927,1251271,rt432,8.550577488670651,47.40690688849441
2681956,1249613,rt433,8.524163130921266,47.392244199276576
2679407,1246808,rt432,8.489907075036884,47.367329819590175
2679097,1249495,rt432,8.486278309383499,47.3915324744978
2680799,1248785,rt432,8.508690602182194,47.3849406128825
2682375,1248163,rt433,8.52944527421491,47.379151569873564
2678189,1248893,rt433,8.47414788743789,47.386226825611054
2683534,1253598,rt433,8.545806277753295,47.42788412740486
2678819,1252380,rt433,8.48310515191854,47.417511685748515
2683402,1251503,rt433,8.543665943537365,47.409060026653684
2683887,1246020,rt433,8.549063173948714,47.35968801101395
2683623,1247681,rt433,8.54587921452676,47.37465956296615
2683808,1248755,rt433,8.548529605159693,47.38429490880278
2679946,1248686,rt433,8.497377543996041,47.38415432597424
2682275,1247850,rt433,8.528063693171235,47.37634913657878
2680123,1248832,rt433,8.499747474312931,47.3854458614957
2683089,1247101,rt439,8.538701784075478,47.36951095557541
2682038,1247593,rt433,8.524878772584888,47.37406738490834
2681795,1248185,rt433,8.521769840736438,47.37942168181083
2683789,1246639,rt433,8.547881910647968,47.36526738473622
2678996,1250907,rt433,8.485190108720285,47.404243262755166
2679143,1249295,rt433,8.486852132554459,47.38972826781969
2682675,1246526,rt433,8.533115072520609,47.36439181855325
2683237,1246935,rt433,8.540630145365387,47.367999376672465
2679895,1248968,rt433,8.496752568898362,47.38669665367598
2683548,1247260,rt433,8.54480769350709,47.37088286941605
2682908,1249904,rt433,8.536825032568235,47.39474212366421
2682209,1248907,rt433,8.527384047523714,47.38586336847237
2687543,1247625,rt433,8.597765685873092,47.373646795681246
2683216,1247901,rt433,8.540531730843052,47.37668962890303
2682329,1248489,rt433,8.528896189115,47.38208915817319
2683305,1248296,rt433,8.541783595642439,47.3802307583554
2681615,1249096,rt433,8.519552709189519,47.387636969862385
2682129,1252027,rt433,8.526897687668608,47.41393250676646
2685194,1251258,rt433,8.567359256191315,47.406627283504704
2683916,1253005,rt432,8.550757345364948,47.422502568315565
2683523,1247900,rt433,8.544596154376524,47.37664179175151
2681234,1248503,rt433,8.514399631753925,47.382350985401004
2683200,1252146,rt433,8.541109568031882,47.414868247762755
2681202,1248459,rt432,8.51396792742887,47.381959220935556
2682081,1247717,rt433,8.525470795121805,47.37517721077128
2680114,1249715,rt432,8.499786419834402,47.39338812160433
2683738,1247314,rt433,8.54733307572872,47.37134439477601
2681747,1249304,rt433,8.521338732178126,47.3894912225645
2683172,1246835,rt433,8.53975112339025,47.367108244407866
2686461,1245087,rt433,8.582951139856648,47.35096458482325
2679822,1249210,rt439,8.495829051170267,47.38888190606039
2683688,1246950,rt433,8.546603110266938,47.36807715916466
2683768,1251170,rt433,8.548452246832245,47.40601881316067
2684184,1252525,rt432,8.554218220700287,47.41815160834479
2681853,1246720,rt433,8.522269911737274,47.36623914428237
2682785,1245921,rt433,8.534459274823577,47.358936995360445
2682155,1247992,rt433,8.526500990440018,47.377641169916984
2680226,1250755,rt433,8.501456311016495,47.40272759110655
2681190,1246633,rt433,8.513477840955085,47.36553872596489
2681841,1247983,rt433,8.522341965340908,47.37759930549631
2682145,1249021,rt433,8.526557483607826,47.386896594521076
2681393,1249152,rt439,8.516623048657994,47.38816806415111
2683869,1246143,rt439,8.548847968559864,47.36079648916561
2680344,1249628,rt432,8.502816918664175,47.3925776849578
2680652,1249660,rt433,8.50690178242342,47.39282783478956
2679174,1247364,rt433,8.486921043207293,47.372358219255695
2684194,1246626,rt433,8.553240415950297,47.36509885577113
2682927,1247139,rt433,8.536564265688702,47.36987311004954
2682927,1247357,rt433,8.536604647895093,47.37183366802941
2682777,1247308,rt433,8.534609798951283,47.37141185155788
2680580,1252575,rt432,8.506473595683493,47.41905222048448
2682827,1246437,rt433,8.5351105946413,47.363572320435686
2683717,1247509,rt433,8.547091536507628,47.373100769068884
2683028,1246578,rt433,8.537797280950235,47.36481509921686
2683516,1252156,rt433,8.545298205521792,47.414918174840224
2682316,1248413,rt433,8.52871007400759,47.38140728655077
2683052,1248172,rt433,8.538410694754866,47.37914752203017
2682340,1249078,rt433,8.529150231559592,47.38738487201767
2679417,1250423,rt433,8.490681032260033,47.39983983935766
2683094,1251479,rt432,8.539581148857616,47.408883125008565
2681565,1242335,rt433,8.517659394587179,47.32683843958076
2679561,1250722,rt433,8.492641603414974,47.402511478583214
2679362,1251248,rt433,8.490098948762359,47.40726599728912
2683435,1247169,rt433,8.543294802066978,47.370078789214446
2679039,1249510,rt433,8.485512830808151,47.39167433716649
2679675,1252984,rt433,8.494554884398362,47.42284062215174
2683569,1253541,rt433,8.546259452253697,47.42736707208998
2678602,1250241,rt433,8.479853814915973,47.398300805669294
2683457,1248015,rt433,8.543743773942245,47.37768439058921
2682845,1246183,rt432,8.535301862907811,47.36128573189602
2683677,1251395,rt432,8.547288877803819,47.408053867335184
2681276,1247489,rt433,8.514771626004455,47.373226497071705
2680264,1246987,rt432,8.501283742415021,47.36883583166331
2682206,1247639,rt433,8.527111399781125,47.3744601437116
2680879,1247973,rt433,8.509603200346579,47.37762815631461
2680891,1247958,rt433,8.509759370399285,47.37749178210459
2684784,1247250,rt433,8.561168325220901,47.3706350704531
2681359,1246320,rt433,8.515658037345942,47.36270293920486
2683162,1246911,rt433,8.539632865680558,47.367793003987394
2684090,1248571,rt433,8.552229170175746,47.38260420305721
2681538,1248960,rt433,8.51850824701508,47.38642340642393
2681913,1249539,rt433,8.523580101528577,47.39158404001724
2683292,1248314,rt433,8.541614817255633,47.380394282233425
2679508,1250535,rt433,8.491906299544231,47.40083611860889
2681069,1248654,rt432,8.512242180968245,47.38372931061079
2682677,1246511,rt433,8.533138776479607,47.36425666653461
2682549,1246595,rt433,8.531459962634163,47.365028157689004
2683595,1246869,rt433,8.545356887101983,47.36736049897357
2683140,1247391,rt433,8.539430779557359,47.37211260373694
2685577,1251707,rt432,8.572518869846649,47.41061557954831
2679053,1247691,rt432,8.485376892052058,47.375313606373
2683847,1253571,rt433,8.549949241887314,47.427601517480085
2681684,1245810,rt433,8.51986683445366,47.358076086001546
2681682,1251904,rt439,8.52095286489136,47.41288193404971
2684026,1246025,rt433,8.550903851020541,47.35971527237858
2681062,1245954,rt433,8.511660587002789,47.35944793103322
2682690,1247975,rt433,8.533581268465438,47.377421359020545
2684481,1251878,rt433,8.558031185065172,47.41229494872769
2678965,1247677,rt433,8.484209340046405,47.375198249262915
2680482,1251028,rt433,8.50489651388934,47.405151540485484
2678698,1248707,rt433,8.480855500187985,47.384493442503086
2680602,1247043,rt432,8.505768238228416,47.36929821172361
2681920,1246824,rt433,8.523175833670413,47.36716613498856
2684146,1251676,rt439,8.553554874486615,47.41052120866702
2683313,1249351,rt433,8.542085963427668,47.38971771797246
2682701,1250252,rt433,8.534147814480619,47.39789782075673
2684900,1250962,rt432,8.563408377803981,47.40400325205312
2683323,1247954,rt433,8.541958254036908,47.37715275483668
2683350,1248374,rt433,8.54239395301584,47.380926548365835
2683766,1251329,rt433,8.548455544273269,47.407448996874905
2686987,1251181,rt432,8.591096333942735,47.4057004040474
2682473,1245307,rt433,8.5302167801496,47.353454138835204
2681176,1248414,rt433,8.513615494407151,47.38155772220397
2682840,1246212,rt432,8.535241047472658,47.36154716932837
2683874,1252909,rt432,8.55018277576497,47.42164457146202
2684203,1248283,rt433,8.55367123630849,47.379999691892195
